"source_peptide","target","group","fold","fraction_true","pred_mean","pred_median","n_peptide","n_pos","pred_min","pred_max","longest_pos","n_pos_10","frac_0_0.2","frac_0.2_0.4","frac_0.4_0.6","frac_0.6_0.8","frac_0.8_1"
"AMP4238","TRUE","(26,36]",5,0.269230769230769,0.402483166407446,0.440592310806977,26,7,0.170061438880554,0.641991914968293,6,0,0.192307692307692,0.192307692307692,0.461538461538462,0.153846153846154,0
"AMP4239","TRUE","(19,26]",3,0.923076923076923,0.822646791173719,0.876843598548978,13,12,0.470150697464058,0.988082724838981,12,1,0,0,0.0769230769230769,0.307692307692308,0.615384615384615
"AMP424","TRUE","[11,19]",3,1,0.727740091079894,0.80004772390492,10,10,0.526309767298826,0.863665635832123,10,1,0,0,0.2,0.3,0.5
"AMP4240","TRUE","(19,26]",5,0.941176470588235,0.676025766325622,0.6854543481253,17,16,0.421368058380433,0.840785083684076,16,1,0,0,0.176470588235294,0.705882352941177,0.117647058823529
"AMP4241","TRUE","(19,26]",4,1,0.822082263172156,0.857053806926685,16,16,0.618916966361236,0.928958585008069,16,1,0,0,0,0.3125,0.6875
"AMP4242","TRUE","[11,19]",4,1,0.961711186730618,0.960141888262251,8,8,0.950126345321102,0.979036167431803,8,0,0,0,0,0,1
"AMP4243","TRUE","[11,19]",3,1,0.780247680547408,0.776568368513751,7,7,0.6721608761518,0.886198519889161,7,0,0,0,0,0.571428571428571,0.428571428571429
"AMP4244","TRUE","(26,36]",4,0.523809523809524,0.591171813237192,0.509576628270582,21,11,0.238583268116513,0.938290868171418,9,0,0,0.238095238095238,0.333333333333333,0.0952380952380952,0.333333333333333
"AMP4245","TRUE","(26,36]",5,0.157894736842105,0.403777194083258,0.391193455300787,19,3,0.299510930987056,0.550763755664689,3,0,0,0.578947368421053,0.421052631578947,0,0
"AMP4246","TRUE","(19,26]",3,0,0.34397447832787,0.380934829300042,12,0,0.125572555696891,0.481660052714791,0,0,0.166666666666667,0.583333333333333,0.25,0,0
"AMP4247","TRUE","(60,710]",4,0.333333333333333,0.411548312361008,0.405705467896984,111,37,0.0348669400138687,0.786010311606411,11,2,0.18018018018018,0.288288288288288,0.324324324324324,0.207207207207207,0
"AMP4248","TRUE","(19,26]",2,0,0.279963661331171,0.365106711184939,13,0,0.0691859905100522,0.498427250080544,0,0,0.384615384615385,0.384615384615385,0.230769230769231,0,0
"AMP4249","TRUE","[11,19]",1,1,0.849618157803135,0.850243663220611,4,4,0.833400049755217,0.8645852550161,4,0,0,0,0,0,1
"AMP425","TRUE","(26,36]",3,0.653846153846154,0.572601056147101,0.660516700621364,26,17,0.222372241106412,0.853688616970544,17,1,0,0.269230769230769,0.153846153846154,0.384615384615385,0.192307692307692
"AMP4251","TRUE","(60,710]",4,0.143835616438356,0.318059152003452,0.272014476230389,146,21,0.0202166703058151,0.774453999479127,9,0,0.294520547945205,0.404109589041096,0.212328767123288,0.089041095890411,0
"AMP4253","TRUE","(60,710]",4,0.138888888888889,0.313347695236404,0.285231904586609,144,20,0.0316106641169847,0.772600730266924,9,0,0.277777777777778,0.4375,0.201388888888889,0.0833333333333333,0
"AMP4254","TRUE","(60,710]",2,0.402439024390244,0.370506082250549,0.403903847873004,82,33,0.034866927168247,0.929128167061893,16,1,0.329268292682927,0.170731707317073,0.378048780487805,0.109756097560976,0.0121951219512195
"AMP4256","TRUE","(36,60]",2,0.6,0.533834363861717,0.521153766351009,30,18,0.310349744890448,0.749163888007595,11,1,0,0.1,0.633333333333333,0.266666666666667,0
"AMP4257","TRUE","(36,60]",1,0.5,0.480786465741132,0.495082759286429,46,23,0.147431554002395,0.838503414385518,12,2,0.0652173913043478,0.347826086956522,0.304347826086957,0.217391304347826,0.0652173913043478
"AMP4259","TRUE","[11,19]",3,0.222222222222222,0.482002610763068,0.479156935206792,9,2,0.360926440970603,0.640825167818285,2,0,0,0.222222222222222,0.555555555555556,0.222222222222222,0
"AMP4260","TRUE","[11,19]",3,1,0.909736995263815,0.949252820963438,10,10,0.753092039870694,0.977500692923582,10,1,0,0,0,0.2,0.8
"AMP4262","TRUE","[11,19]",2,0,0.339477931206862,0.339477931206862,2,0,0.335852402628719,0.343103459785004,0,0,0,1,0,0,0
"AMP4263","TRUE","[11,19]",1,1,0.618199725173292,0.640957753406763,6,6,0.508854424991946,0.668352823957715,6,0,0,0,0.333333333333333,0.666666666666667,0
"AMP4266","TRUE","[11,19]",1,0.333333333333333,0.493615378642659,0.441618885522639,6,2,0.362624269832674,0.700061760743139,2,0,0,0.5,0.166666666666667,0.333333333333333,0
"AMP4268","TRUE","(19,26]",2,0.181818181818182,0.320595036407706,0.251650127728005,11,2,0.126914217026389,0.694522241637109,2,0,0.454545454545455,0.272727272727273,0.0909090909090909,0.181818181818182,0
"AMP4269","TRUE","[11,19]",4,1,0.610994573175677,0.610994573175677,2,2,0.602271221712988,0.619717924638367,2,0,0,0,0,1,0
"AMP427","TRUE","(19,26]",2,0.545454545454545,0.522732631069242,0.500261096567693,11,6,0.388290650611796,0.714904891361225,6,0,0,0.181818181818182,0.545454545454545,0.272727272727273,0
"AMP4270","TRUE","(36,60]",4,0.720930232558139,0.586212179822998,0.60451028797942,43,31,0.284696650612317,0.837955708485335,21,1,0,0.162790697674419,0.325581395348837,0.441860465116279,0.0697674418604651
"AMP428","TRUE","(36,60]",1,1,0.700067211923895,0.671790898657326,48,48,0.597943659082223,0.900208860819526,48,1,0,0,0.0833333333333333,0.75,0.166666666666667
"AMP433","TRUE","(60,710]",2,0.357142857142857,0.406943871646842,0.42185725336788,70,25,0.0919683667985653,0.765284708204005,6,0,0.185714285714286,0.271428571428571,0.428571428571429,0.114285714285714,0
"AMP437","TRUE","(60,710]",4,0.0689655172413793,0.294910787818422,0.283840373125575,87,6,0.044782253875989,0.672026407935003,3,0,0.264367816091954,0.459770114942529,0.241379310344828,0.0344827586206897,0
"AMP438","TRUE","(26,36]",2,0.416666666666667,0.427695812335146,0.438881565336448,24,10,0.06700369434425,0.826114277877742,9,0,0.208333333333333,0.208333333333333,0.375,0.125,0.0833333333333333
"AMP439","TRUE","(36,60]",4,0.714285714285714,0.591660470097012,0.589405515370493,35,25,0.227880644483678,0.823573066474629,13,1,0,0.114285714285714,0.4,0.4,0.0857142857142857
"AMP443","TRUE","(26,36]",4,0.285714285714286,0.463673457042474,0.42585998983135,21,6,0.346847657371923,0.68055241737457,3,0,0,0.142857142857143,0.761904761904762,0.0952380952380952,0
"AMP445","TRUE","(36,60]",4,0.74,0.582190739445493,0.583836407213766,50,37,0.270812384752023,0.916361631533008,14,2,0,0.1,0.48,0.34,0.08
"AMP448","TRUE","(60,710]",3,0.121621621621622,0.316813994657211,0.30381639225297,74,9,0.109062667927432,0.661616188165627,6,0,0.162162162162162,0.594594594594595,0.202702702702703,0.0405405405405405,0
"AMP451","TRUE","(36,60]",5,0.727272727272727,0.584531162028768,0.570362510883776,33,24,0.428129661555228,0.784413458671604,12,1,0,0,0.636363636363636,0.363636363636364,0
"AMP454","TRUE","(60,710]",1,0.348484848484849,0.368740106684614,0.353191054444287,132,46,0.0339251481502953,0.830792631539503,15,2,0.333333333333333,0.196969696969697,0.265151515151515,0.159090909090909,0.0454545454545455
"AMP456","TRUE","(60,710]",1,0.287671232876712,0.406602901550697,0.375125477942297,73,21,0.184542399598637,0.746582271421265,8,0,0.0547945205479452,0.465753424657534,0.342465753424658,0.136986301369863,0
"AMP457","TRUE","(36,60]",4,0.655172413793103,0.606299394205688,0.603559947998666,29,19,0.401651556497366,0.874955302567,12,1,0,0,0.482758620689655,0.344827586206897,0.172413793103448
"AMP459","TRUE","(36,60]",4,0.447368421052632,0.473448667458417,0.49723836068855,38,17,0.233210421915228,0.748944613727947,10,1,0,0.289473684210526,0.578947368421053,0.131578947368421,0
"AMP460","TRUE","(26,36]",3,0.9,0.702016846967367,0.742313300801612,20,18,0.398856848248039,0.858427330832693,16,1,0,0.05,0.1,0.7,0.15
"AMP462","TRUE","(60,710]",5,0.112204724409449,0.268849471867931,0.224403085610173,508,57,0.0175051000805367,0.756140643801812,9,0,0.458661417322835,0.299212598425197,0.183070866141732,0.0590551181102362,0
"AMP463","TRUE","(36,60]",2,0.555555555555556,0.530329289621655,0.531215424321552,45,25,0.166420731957528,0.927428053096837,11,1,0.0444444444444444,0.244444444444444,0.4,0.2,0.111111111111111
"AMP464","TRUE","(60,710]",4,0.376811594202899,0.463847200759924,0.461422888677532,69,26,0.262696296896343,0.612782930857119,8,0,0,0.217391304347826,0.753623188405797,0.0289855072463768,0
"AMP465","TRUE","(60,710]",1,0.25974025974026,0.350228959881733,0.356125360255676,77,20,0.0154803490082902,0.703614144418961,11,1,0.246753246753247,0.363636363636364,0.298701298701299,0.0909090909090909,0
"AMP466","TRUE","(26,36]",4,0.518518518518518,0.541276552031968,0.53005019138443,27,14,0.284233322294063,0.888620922414834,14,1,0,0.148148148148148,0.518518518518518,0.222222222222222,0.111111111111111
"AMP467","TRUE","(36,60]",2,0.571428571428571,0.570714096557323,0.560230387163616,28,16,0.269732787029568,0.82462799377684,9,0,0,0.285714285714286,0.214285714285714,0.321428571428571,0.178571428571429
"AMP468","TRUE","(26,36]",4,0.185185185185185,0.416395226877158,0.378896255159587,27,5,0.226397175112323,0.835538883611351,5,0,0,0.666666666666667,0.222222222222222,0.037037037037037,0.0740740740740741
"AMP478","TRUE","(26,36]",1,0.555555555555556,0.54502498364605,0.527908937659681,27,15,0.292658349314309,0.855117049405181,10,1,0,0.148148148148148,0.481481481481481,0.259259259259259,0.111111111111111
"AMP482","TRUE","(60,710]",3,0.672413793103448,0.619439415061301,0.591754202503414,58,39,0.302695818002977,0.900522279868221,21,2,0,0.137931034482759,0.379310344827586,0.258620689655172,0.224137931034483
"AMP484","TRUE","(60,710]",5,0.597014925373134,0.538632785249655,0.541646566834601,67,40,0.227832556187725,0.864127596262536,30,1,0,0.253731343283582,0.343283582089552,0.328358208955224,0.0746268656716418
"AMP485","TRUE","(60,710]",1,0.745762711864407,0.571328329674624,0.601395693727738,59,44,0.139721155384459,0.868243264893988,30,1,0.0847457627118644,0.101694915254237,0.305084745762712,0.440677966101695,0.0677966101694915
"AMP486","TRUE","(36,60]",1,0.425531914893617,0.446197521045577,0.442508032588692,47,20,0.0889102332040795,0.775026366532076,9,0,0.148936170212766,0.297872340425532,0.234042553191489,0.319148936170213,0
"AMP488","TRUE","(36,60]",2,0.475,0.431212187918996,0.476944162326361,40,19,0.169352801053804,0.730564563670945,10,1,0.075,0.4,0.325,0.2,0
"AMP489","TRUE","(36,60]",5,0.107142857142857,0.351878525905121,0.353264347833794,28,3,0.17447199928182,0.704206758674305,3,0,0.107142857142857,0.607142857142857,0.214285714285714,0.0714285714285714,0
"AMP490","TRUE","[11,19]",2,0.444444444444444,0.481399247619524,0.478504255331714,9,4,0.400013778531033,0.562081444477473,2,0,0,0,1,0,0
"AMP492","TRUE","(36,60]",5,0.542857142857143,0.546227306854049,0.510457290616852,35,19,0.314267187702533,0.797334561350272,9,0,0,0.114285714285714,0.571428571428571,0.314285714285714,0
"AMP5","TRUE","[11,19]",5,1,0.72647160664039,0.755631283442717,8,8,0.57114020383852,0.820588374669242,8,0,0,0,0.125,0.625,0.25
"AMP510","TRUE","(36,60]",1,0.107142857142857,0.331640440454235,0.310278090464223,28,3,0.127602905843503,0.532043613654072,1,0,0.142857142857143,0.464285714285714,0.392857142857143,0,0
"AMP512","TRUE","(26,36]",2,0.565217391304348,0.477418354405304,0.536306664738471,23,13,0.128551008210166,0.694774818014061,13,1,0.0869565217391304,0.217391304347826,0.260869565217391,0.434782608695652,0
"AMP515","TRUE","(26,36]",1,0.583333333333333,0.547838934347672,0.577782383871586,24,14,0.23553989635138,0.779779688127576,9,0,0,0.291666666666667,0.208333333333333,0.5,0
"AMP516","TRUE","(26,36]",5,0.388888888888889,0.441049728367514,0.406918229708068,18,7,0.242831385481895,0.625608288158127,5,0,0,0.5,0.388888888888889,0.111111111111111,0
"AMP518","TRUE","(60,710]",5,0.0447761194029851,0.2686809303662,0.273037420321397,134,6,0.0228072667120461,0.56749447671561,2,0,0.343283582089552,0.492537313432836,0.164179104477612,0,0
"AMP520","TRUE","(36,60]",2,0.125,0.331936703610069,0.366178280675761,32,4,0.0486136110682403,0.624769781656568,2,0,0.28125,0.3125,0.375,0.03125,0
"AMP525","TRUE","(36,60]",5,0.5,0.513769208812662,0.508662120947394,28,14,0.325292164756629,0.681117191519194,9,0,0,0.107142857142857,0.642857142857143,0.25,0
"AMP526","TRUE","(26,36]",3,0.0909090909090909,0.350770201422031,0.358738813402903,22,2,0.169910975829487,0.55744107266541,2,0,0.0909090909090909,0.590909090909091,0.318181818181818,0,0
"AMP527","TRUE","(36,60]",4,0.411764705882353,0.455557841272672,0.438520418484488,34,14,0.104349435641905,0.865583450078977,9,0,0.205882352941176,0.294117647058824,0.147058823529412,0.294117647058824,0.0588235294117647
"AMP528","TRUE","(60,710]",5,0.324324324324324,0.438827450118287,0.448638468753749,111,36,0.182909874792272,0.722364101680706,10,1,0.00900900900900901,0.378378378378378,0.531531531531532,0.0810810810810811,0
"AMP537","TRUE","(26,36]",1,0.521739130434783,0.46719645134372,0.511469582154053,23,12,0.217710564389735,0.696861942961794,8,0,0,0.347826086956522,0.434782608695652,0.217391304347826,0
"AMP538","TRUE","(36,60]",2,0.793103448275862,0.630875247499152,0.63933775131548,29,23,0.181793322477205,0.958630955612448,23,1,0.0689655172413793,0.103448275862069,0.172413793103448,0.448275862068966,0.206896551724138
"AMP539","TRUE","(26,36]",1,0.19047619047619,0.366808976323878,0.39303387529193,21,4,0.0336181548978645,0.536758926033088,4,0,0.19047619047619,0.333333333333333,0.476190476190476,0,0
"AMP540","TRUE","(19,26]",1,0.266666666666667,0.386903088880482,0.364252872746651,15,4,0.237352721362827,0.538971057301157,4,0,0,0.666666666666667,0.333333333333333,0,0
"AMP541","TRUE","(36,60]",2,0.586206896551724,0.480092701629394,0.596957142810485,29,17,0.0641866201578189,0.958630955612448,17,1,0.379310344827586,0,0.137931034482759,0.310344827586207,0.172413793103448
"AMP542","TRUE","(19,26]",1,0,0.247844632278676,0.255084337369454,13,0,0.0842590424540489,0.491307250716384,0,0,0.384615384615385,0.538461538461538,0.0769230769230769,0,0
"AMP543","TRUE","(60,710]",1,0.338461538461538,0.40714552919208,0.367162091419748,65,22,0.0571404149688043,0.908331006341606,20,1,0.276923076923077,0.338461538461538,0.123076923076923,0.169230769230769,0.0923076923076923
"AMP544","TRUE","[11,19]",4,0,0.0633611599521028,0.0732427258599164,5,0,0.0247017708491199,0.0814096055397826,0,0,1,0,0,0,0
"AMP545","TRUE","(19,26]",2,0.466666666666667,0.569440563715977,0.497589898760649,15,7,0.353103418639783,0.915504865998027,6,0,0,0.2,0.4,0.2,0.2
"AMP546","TRUE","(60,710]",5,0.543859649122807,0.517952174867062,0.527594392307366,57,31,0.108725371437004,0.888519830626247,17,2,0.105263157894737,0.263157894736842,0.210526315789474,0.263157894736842,0.157894736842105
"AMP547","TRUE","(36,60]",2,0.162790697674419,0.256010599493933,0.117584306321908,43,7,0.0190359538675775,0.846279194944051,7,0,0.651162790697674,0.0930232558139535,0.0930232558139535,0.0930232558139535,0.0697674418604651
"AMP554","TRUE","(19,26]",2,0.9375,0.707192942286933,0.707163534297197,16,15,0.428684358085906,0.903538562545344,15,1,0,0,0.1875,0.5,0.3125
"AMP555","TRUE","(36,60]",3,0.90625,0.630795556287795,0.620203015221525,32,29,0.409596868131423,0.899806151896835,26,1,0,0,0.40625,0.5,0.09375
"AMP556","TRUE","(60,710]",4,0.394495412844037,0.448327869927304,0.431175821447152,109,43,0.101723435987715,0.860952205006038,10,1,0.0458715596330275,0.376146788990826,0.403669724770642,0.155963302752294,0.018348623853211
"AMP557","TRUE","(60,710]",1,0.032258064516129,0.2532178820212,0.248932389149892,124,4,0.0294406219543233,0.552539206802482,2,0,0.403225806451613,0.459677419354839,0.137096774193548,0,0
"AMP559","TRUE","(60,710]",1,0.191056910569106,0.309263546883688,0.261841141247244,246,47,0.0434840644779151,0.780248602311361,12,2,0.32520325203252,0.357723577235772,0.25609756097561,0.0609756097560976,0
"AMP560","TRUE","(36,60]",3,0.714285714285714,0.701414029477496,0.78109753115662,28,20,0.350061817061764,0.958742322157758,11,1,0,0.107142857142857,0.214285714285714,0.214285714285714,0.464285714285714
"AMP561","TRUE","(36,60]",1,0.8,0.617904304440775,0.632270074274609,35,28,0.274639412663699,0.791322846986659,24,1,0,0.0571428571428571,0.285714285714286,0.657142857142857,0
"AMP564","TRUE","(60,710]",1,0.28099173553719,0.377394751826362,0.316855053033172,121,34,0.128634956990628,0.839420913536981,10,1,0.148760330578512,0.487603305785124,0.206611570247934,0.140495867768595,0.0165289256198347
"AMP566","TRUE","(60,710]",3,0.717741935483871,0.560642844612557,0.614378310511531,124,89,0.18631104957044,0.836924402860392,85,1,0.0161290322580645,0.225806451612903,0.145161290322581,0.588709677419355,0.0241935483870968
"AMP568","TRUE","[11,19]",4,0,0.375199053426087,0.443783545727496,9,0,0.184653214166397,0.481867329426058,0,0,0.111111111111111,0.333333333333333,0.555555555555556,0,0
"AMP57","TRUE","(26,36]",3,0.0555555555555556,0.212711640531344,0.184660826883006,18,1,0.0535369995935537,0.560418895889219,1,0,0.555555555555556,0.277777777777778,0.166666666666667,0,0
"AMP572","TRUE","(19,26]",3,0,0.244393613583585,0.234688793477185,12,0,0.186520745597379,0.386387727068107,0,0,0.333333333333333,0.666666666666667,0,0,0
"AMP573","TRUE","(36,60]",2,0.90625,0.648175636997516,0.656848147633021,32,29,0.329870426985567,0.847113695302,29,1,0,0.0625,0.3125,0.59375,0.03125
"AMP576","TRUE","(36,60]",5,0.212121212121212,0.269583164678285,0.239066253521077,33,7,0.0458518320352825,0.598706174750331,7,0,0.424242424242424,0.333333333333333,0.242424242424242,0,0
"AMP577","TRUE","(60,710]",3,0.491803278688525,0.460950766398734,0.493032558349677,61,30,0.0647174888183712,0.826993937883516,8,0,0.114754098360656,0.245901639344262,0.344262295081967,0.262295081967213,0.0327868852459016
"AMP58","TRUE","(60,710]",3,0.13265306122449,0.314358924706603,0.283722661662898,98,13,0.0906624401399841,0.904888719037246,6,0,0.23469387755102,0.530612244897959,0.163265306122449,0.0612244897959184,0.0102040816326531
"AMP580","TRUE","(36,60]",2,0.705882352941177,0.588404484316291,0.606458639707758,51,36,0.328665032420645,0.830337758896823,24,1,0,0.117647058823529,0.372549019607843,0.431372549019608,0.0784313725490196
"AMP582","TRUE","[11,19]",4,0.888888888888889,0.620896288901788,0.658311946558796,9,8,0.47637150590848,0.744033158752357,8,0,0,0,0.444444444444444,0.555555555555556,0
"AMP584","TRUE","(26,36]",1,0.35,0.453260969075341,0.439868120898294,20,7,0.210180675168432,0.853013844584461,4,0,0,0.45,0.3,0.2,0.05
"AMP585","TRUE","(60,710]",4,0.0534351145038168,0.236775565292783,0.219615567730146,262,14,0.0233865025939556,0.801528653101629,9,0,0.469465648854962,0.374045801526718,0.145038167938931,0.00763358778625954,0.00381679389312977
"AMP586","TRUE","[11,19]",4,0,0.283286026022949,0.283286026022949,2,0,0.222098885116561,0.344473166929337,0,0,0,1,0,0,0
"AMP587","TRUE","(36,60]",2,0.133333333333333,0.339926730962091,0.348121631506883,45,6,0.140872396428103,0.59011159954487,3,0,0.155555555555556,0.511111111111111,0.333333333333333,0,0
"AMP590","TRUE","(60,710]",2,0.111111111111111,0.31478354927063,0.304376566681867,162,18,0.0746168308939452,0.838871825152042,9,0,0.290123456790123,0.462962962962963,0.197530864197531,0.0432098765432099,0.00617283950617284
"AMP592","TRUE","(36,60]",4,0.5,0.516838449477791,0.561472394655662,36,18,0.0461398627808812,0.800940307167103,10,1,0.0833333333333333,0.305555555555556,0.111111111111111,0.472222222222222,0.0277777777777778
"AMP593","TRUE","(60,710]",1,0.242857142857143,0.343957555475032,0.315477354792065,140,34,0.0299097712019732,0.766657320313596,8,0,0.314285714285714,0.328571428571429,0.214285714285714,0.142857142857143,0
"AMP594","TRUE","(36,60]",1,0.463414634146341,0.463207856511796,0.441013142282344,41,19,0.0480723439138596,0.87035928107762,10,1,0.195121951219512,0.24390243902439,0.170731707317073,0.317073170731707,0.0731707317073171
"AMP595","TRUE","(60,710]",3,0.0952380952380952,0.301567152545683,0.293152507443166,84,8,0.0741617414505573,0.647114510188541,4,0,0.226190476190476,0.55952380952381,0.202380952380952,0.0119047619047619,0
"AMP596","TRUE","(36,60]",3,0.642857142857143,0.562476801591282,0.617112446965881,28,18,0.247467496259953,0.788887314710581,10,1,0,0.214285714285714,0.214285714285714,0.571428571428571,0
"AMP597","TRUE","(60,710]",1,0.463636363636364,0.471323793763114,0.469119114784995,110,51,0.0864665172805065,0.880161050434886,21,3,0.0636363636363636,0.318181818181818,0.327272727272727,0.272727272727273,0.0181818181818182
"AMP598","TRUE","[11,19]",2,0,0.370934170140691,0.398165738366627,4,0,0.252488868483365,0.434916335346142,0,0,0,0.5,0.5,0,0
"AMP599","TRUE","(60,710]",2,0.301075268817204,0.410851568557943,0.401996587185159,93,28,0.0996020328415485,0.815135179935315,14,1,0.10752688172043,0.387096774193548,0.344086021505376,0.150537634408602,0.010752688172043
"AMP6","TRUE","(26,36]",5,1,0.695386949015909,0.673176987619438,18,18,0.585251069745543,0.811309250539922,18,1,0,0,0.111111111111111,0.777777777777778,0.111111111111111
"AMP600","TRUE","(19,26]",5,0,0.333332474552328,0.329481640505052,11,0,0.233119082381346,0.452620053877862,0,0,0,0.909090909090909,0.0909090909090909,0,0
"AMP602","TRUE","(36,60]",2,0.774193548387097,0.62167748734663,0.561100529688013,31,24,0.343531823954733,0.838779683189076,13,1,0,0.032258064516129,0.483870967741935,0.387096774193548,0.0967741935483871
"AMP604","TRUE","(36,60]",1,0.878787878787879,0.702577177125797,0.7108663895347,33,29,0.389662203824075,0.929997896994627,17,2,0,0.0303030303030303,0.212121212121212,0.545454545454545,0.212121212121212
"AMP605","TRUE","(36,60]",4,0.666666666666667,0.59782580890378,0.613695577480546,33,22,0.254507479966791,0.892793552551693,16,1,0,0.212121212121212,0.212121212121212,0.424242424242424,0.151515151515152
"AMP607","TRUE","(36,60]",4,0.272727272727273,0.424497721817092,0.401674976351218,33,9,0.252610308991702,0.680270967958437,8,0,0,0.484848484848485,0.454545454545455,0.0606060606060606,0
"AMP61","TRUE","(60,710]",1,0.171779141104294,0.330479189910309,0.314532988896679,489,84,0.0316289213101352,0.853123533668566,12,1,0.2719836400818,0.392638036809816,0.261758691206544,0.0674846625766871,0.00613496932515337
"AMP617","TRUE","(26,36]",3,0.814814814814815,0.696981139645092,0.768242753527564,27,22,0.344342588638247,0.873268703532089,11,2,0,0.0740740740740741,0.185185185185185,0.296296296296296,0.444444444444444
"AMP619","TRUE","[11,19]",4,0.25,0.449010797084109,0.464319479809667,8,2,0.31139857750324,0.601591810049496,2,0,0,0.25,0.625,0.125,0
"AMP624","TRUE","(36,60]",4,0.731707317073171,0.580100315095578,0.593220155352197,41,30,0.23344060224482,0.791461116969232,15,2,0,0.0731707317073171,0.439024390243902,0.48780487804878,0
"AMP625","TRUE","(36,60]",4,0.609756097560976,0.505207920675263,0.514729458699504,41,25,0.103337287645358,0.815600061428776,10,1,0.024390243902439,0.195121951219512,0.536585365853659,0.219512195121951,0.024390243902439
"AMP630","TRUE","(60,710]",3,0.203125,0.310717015493946,0.259355262131827,128,26,0.0309851560261079,0.798449673559396,12,1,0.3828125,0.3046875,0.21875,0.09375,0
"AMP631","TRUE","[11,19]",4,0,0.314737033330054,0.323949520347652,4,0,0.232925444005659,0.378123648619254,0,0,0,1,0,0,0
"AMP632","TRUE","(36,60]",1,0.625,0.580940251544411,0.610272207706249,48,30,0.346602028482328,0.840146617777256,10,2,0,0.0625,0.416666666666667,0.5,0.0208333333333333
"AMP633","TRUE","(36,60]",1,0.75,0.605958717536158,0.711784594141986,44,33,0.0633478958261857,0.908025249435488,33,1,0.159090909090909,0.0909090909090909,0.0909090909090909,0.409090909090909,0.25
"AMP635","TRUE","(36,60]",3,0.133333333333333,0.303699899505372,0.239758679949661,30,4,0.0853202631320796,0.839747174660043,4,0,0.233333333333333,0.6,0.0333333333333333,0.0666666666666667,0.0666666666666667
"AMP636","TRUE","(60,710]",4,0.17910447761194,0.297603893020195,0.268206043857885,67,12,0.0368221978770394,0.771430211691313,9,0,0.328358208955224,0.417910447761194,0.149253731343284,0.104477611940299,0
"AMP640","TRUE","[11,19]",5,0,0.217443103565485,0.217443103565485,2,0,0.208515494628563,0.226370712502406,0,0,0,1,0,0,0
"AMP642","TRUE","[11,19]",4,0.8,0.629879170592797,0.639185768246447,5,4,0.471687201559496,0.756128773324174,4,0,0,0,0.2,0.8,0
"AMP643","TRUE","[11,19]",4,0,0.21020666083292,0.21020666083292,2,0,0.207892548724913,0.212520772940927,0,0,0,1,0,0,0
"AMP647","TRUE","(60,710]",1,0.395104895104895,0.437586161351389,0.428521693721075,286,113,0.06997029422824,0.905125874723263,20,5,0.146853146853147,0.307692307692308,0.321678321678322,0.181818181818182,0.041958041958042
"AMP65","TRUE","(60,710]",3,0.0975609756097561,0.283311746863225,0.253877981563795,246,24,0.037012710076843,0.800285733340515,7,0,0.33739837398374,0.443089430894309,0.191056910569106,0.024390243902439,0.0040650406504065
"AMP650","TRUE","(60,710]",1,0.286689419795222,0.410943928389549,0.425848337190776,293,84,0.0751947517977451,0.839001162001421,17,2,0.133105802047782,0.313993174061433,0.419795221843003,0.126279863481229,0.0068259385665529
"AMP653","TRUE","[11,19]",1,0.333333333333333,0.42552637252927,0.434149545321901,6,2,0.308468741386543,0.511350003005473,2,0,0,0.5,0.5,0,0
"AMP654","TRUE","(60,710]",3,0.158536585365854,0.305894834706395,0.264888204342839,246,39,0.0460460786208585,0.796952237065114,10,1,0.321138211382114,0.40650406504065,0.215447154471545,0.0569105691056911,0
"AMP655","TRUE","(60,710]",4,0.517857142857143,0.486527528021743,0.50570463199531,56,29,0.179929475292813,0.666138737566619,12,1,0.0178571428571429,0.214285714285714,0.589285714285714,0.178571428571429,0
"AMP656","TRUE","(60,710]",1,0.651515151515151,0.552909713396019,0.555763364447307,66,43,0.199176910408804,0.827166176868006,12,2,0.0151515151515152,0.151515151515152,0.424242424242424,0.378787878787879,0.0303030303030303
"AMP658","TRUE","(36,60]",2,0.53125,0.535997182729422,0.508727359472492,32,17,0.150874412080593,0.923700838482825,9,0,0.03125,0.09375,0.65625,0.09375,0.125
"AMP66","TRUE","(60,710]",4,0.154166666666667,0.33034386061635,0.339830167838227,240,37,0.0554832732709097,0.678053979542792,9,0,0.279166666666667,0.366666666666667,0.320833333333333,0.0333333333333333,0
"AMP660","TRUE","[11,19]",4,0,0.202546437644024,0.192815412939884,6,0,0.170011576299435,0.238512082958442,0,0,0.666666666666667,0.333333333333333,0,0,0
"AMP661","TRUE","[11,19]",5,0,0.186608282783828,0.21127346684993,7,0,0.0494552799451385,0.302744937019332,0,0,0.428571428571429,0.571428571428571,0,0,0
"AMP662","TRUE","(60,710]",4,0.208955223880597,0.375394988091183,0.36723271107329,67,14,0.113519664272129,0.769307247556009,9,0,0.208955223880597,0.432835820895522,0.208955223880597,0.149253731343284,0
"AMP663","TRUE","(60,710]",3,0.198198198198198,0.363656707646621,0.355481078693326,222,44,0.0233848097873059,0.700316328607982,11,2,0.153153153153153,0.436936936936937,0.328828828828829,0.0810810810810811,0
"AMP664","TRUE","(36,60]",5,0.6,0.503428111566985,0.718669789196337,30,18,0.0363798574877128,0.816051946059081,18,1,0.3,0.0666666666666667,0.1,0.466666666666667,0.0666666666666667
